Altium Designer Pick and Place Locations
C:\Users\Madeline\AppData\Local\TempReleases\Snapshot\1\Fabrication\Pick Place\Pick Place for WiFi Beacon V0.3A.txt

========================================================================================================================
File Design Information:

Date:       28/08/24
Time:       09:18
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

Designator        Comment                        Layer       Footprint                                  Center-X(mm) Center-Y(mm) Rotation Description                                                                   "1st Vendor Part No" 
U8                W25Q80EWSNIG                   BottomLayer SST26WF016BT-104I_SN-Footprint-1           32.5000      10.7000      180      "Flash Memory, 1.8V, 8MBit SPI SOIC 3.9mm body, 8-Pin"                        W25Q80EWSNIG         
R25               "100k 1/10W"                   BottomLayer R-0402                                     32.5600      14.0000      270      "100k Chip Resistor 0402, 1% 1/10W 50V"                                       ERJ-2RKF1003X        
C45               "10uF 6.3V"                    BottomLayer C-0603                                     27.5000      10.6000      0        "10uF 6.3V Chip Cap 0603, X5R ±10%"                                           CL10A106KQ8NNNC      
C44               "100nF 50V"                    BottomLayer C-0402                                     27.5000      13.1000      0        "100nF 50V Chip Cap 0402, X7R ±10%"                                           CL05B104KB54PNC      
Y1                "80.000MHz, 9pF"               BottomLayer FP-ABM11-MFG                               28.7560      25.5400      90       "24 MHz ±10ppm Crystal 10pF 500 Ohms (max) 4-SMD, No Lead, 2.0 x 1.6mm"       FCX-06-24MJ32408     
XTAL1             "32.768kHz, 9pF"               BottomLayer XTAL_2.0mmx1.2mm                           19.8000      38.9000      270      "32.768kHz ±20ppm Tuning Fork crystal 2-Pin, 2 x 1.2mm, 9pF, 70kOhm"          ECS-.327-9-12R-TR    
U6                UBI206                         BottomLayer UBI206-Footprint-1                         31.8000      19.6000      90       "UBI206 Wi-Fi SoC"                                                            UBI206               
U5                TPS22915CYFPR                  BottomLayer IPC-B_-_No_Silk                            20.8100      22.4597      180      "TPS22915CYFPR Load Switch With Output Discharge, 1.05-5.5V, 2A, 4DSBGA"      TPS22915CYFPR        
U4                MAX38640AELT+T                 BottomLayer MAX38640AELT+T                             22.0216      6.9000       0        "Buck Switching Regulator IC Positive Adjustable 0.7V 1 Output 175mA 6-WDFN"  MAX38640AELT+T       
U3                MAX38640AELT+T                 BottomLayer MAX38640AELT+T                             14.1086      6.9000       0        "Buck Switching Regulator IC Positive Adjustable 0.7V 1 Output 175mA 6-WDFN"  MAX38640AELT+T       
U2                DRV5032FBDBZR                  BottomLayer SOT23-3                                    3.9750       23.2250      270      "Ultra-Low-Power Digital-Switch Hall Effect Sensor, SOT-23-3"                 DRV5032FBDBZR        
U1                STM32L072CZT6                  BottomLayer FP-LQFP48-5B-MFG                           26.6750      40.0750      0        "IC MCU 32BIT 128KB FLASH 48LQFP"                                             STM32L072CZT6        
"Spring contact4" "AA Negative Coil Terminal"    TopLayer    Pad_3mm                                    0.4250       45.9500      90       "AA negative coil terminal, SWIC, Nickel Plated 1-3um"                        22N11-13-T-03-A2     
"Spring contact1" "AA Postive Coil Terminal"     TopLayer    Pad_3mm                                    0.2500       9.2000       90       "AA positive coil terminal, SWIC, Nickel Plated 1-3um"                        22N11-13-T-02-A2     
S1                "Spark Gap"                    BottomLayer SPARK_Gap                                  3.1000       10.6000      0        ""                                                                            ""                   
RF_S3             0R                             BottomLayer R-0402                                     39.4750      21.0340      270      "0R Chip Resistor 0402, 1A"                                                   ERJ-2GE0R00X         
RF_S2             0R                             BottomLayer R-0402                                     40.0000      18.4000      180      "0R Chip Resistor 0402, 1A"                                                   ERJ-2GE0R00X         
RF_S1             "33pF 50V"                     BottomLayer C-0402                                     40.5000      15.9000      270      "33pF 50V Chip Cap 0402, C0G/NP0 ±5%"                                         CL05C330JB5NNNC      
RF_P2             DNF                            BottomLayer R-0402                                     40.6000      20.0000      90       "DNF, Chip Resistor 0402"                                                     ""                   
RF_P1             DNF                            BottomLayer R-0402                                     39.5000      16.9000      270      "DNF, Chip Resistor 0402"                                                     ""                   
R24               "150k 1/10W"                   BottomLayer R-0402                                     32.5000      27.0000      180      "150k Chip Resistor 0402, 1% 1/10W 50V"                                       ERJ-2RKF1503X        
R23               "100k 1/10W"                   BottomLayer R-0402                                     32.5000      24.9000      0        "100k Chip Resistor 0402, 1% 1/10W 50V"                                       ERJ-2RKF1003X        
R22               "150R 1/10W"                   BottomLayer R-0402                                     28.3000      33.0000      180      "150R Chip Resistor 0402, 1% 1/10W 50V"                                       ERJ-2RKF1500X        
R21               "150R 1/10W"                   BottomLayer R-0402                                     29.2000      33.0000      180      "150R Chip Resistor 0402, 1% 1/10W 50V"                                       ERJ-2RKF1500X        
R20               "150R 1/10W"                   BottomLayer R-0402                                     26.5000      33.0000      0        "150R Chip Resistor 0402, 1% 1/10W 50V"                                       ERJ-2RKF1500X        
R19               "150R 1/10W"                   BottomLayer R-0402                                     24.7000      33.0000      180      "150R Chip Resistor 0402, 1% 1/10W 50V"                                       ERJ-2RKF1500X        
R18               "150R 1/10W"                   BottomLayer R-0402                                     27.4000      33.0000      0        "150R Chip Resistor 0402, 1% 1/10W 50V"                                       ERJ-2RKF1500X        
R17               "150R 1/10W"                   BottomLayer R-0402                                     25.6000      33.0000      180      "150R Chip Resistor 0402, 1% 1/10W 50V"                                       ERJ-2RKF1500X        
R16               "1.2M 1/10W"                   BottomLayer R-0402                                     18.9100      21.5597      270      "1.2M Chip Resistor 0402, 5% 1/10W 50V"                                       ERJ-2GEJ125X         
